"","Year","Lg","Tm","W","L","T","Playoffs","PF","PA","PD","Coaches","AV","Passer","Rusher","Receiver","oPts","oYds","dPts","dYds","T.G","PtsOvr","YdsOvr","out.of","MoV","SoS","SRS","OSRS","DSRS","TM","TID","c1","c2","p.Year","p.Lg","p.Tm","p.W","p.L","p.T","p.Playoffs","p.PF","p.PA","p.PD","p.Coaches","p.AV","p.Passer","p.Rusher","p.Receiver","p.oPts","p.oYds","p.dPts","p.dYds","p.T.G","p.PtsOvr","p.YdsOvr","p.out.of","p.MoV","p.SoS","p.SRS","p.OSRS","p.DSRS","p.TM","p.TID","p.c1","p.c2","fired.mid","nc","fired","start","cwins","closs","cties","wc","cc","dc","lsb","poffs","playwin","playloss","pmade","sb","cpw","cpl","post","rings","years","ap","twc","tdc","tcc","tlsb","d.Year","d.W","d.L","d.T","d.PF","d.PA","d.PD","d.oPts","d.oYds","d.dPts","d.dYds","d.T.G","d.PtsOvr","d.YdsOvr","d.out.of","d.MoV","d.SoS","d.SRS","d.OSRS","d.DSRS","win.p","p.win.p","d.win.p","v.win.p","c.win.p","pp","dpm","OPTS","OYDS","DPTS","DYDS","TO","PTSO","YDSO","pmz","postz","dpost","qb1","rb1","wr1","zc","y1","y2","y3","y4","y5","y6","y7","gm","gm1","gm2","l.post","mp","dp","cdp","dp5","dp3","dp2","champ","apy","cpwy","wcy","dcy","ccy","lsby","ringsy","apy1"
"1747",2013,"NFL","San Francisco 49ers*",12,4,0,"Lost Conf",406,272,134,"Harbaugh","Bowman","Kaepernick","Gore","Boldin",11,24,3,5,4,3,14,32,8.4,1.8,10.1,3.5,6.6,"sfo",32,"Harbaugh","",2012,"NFL","San Francisco 49ers*",11,4,1,"Lost SB",397,273,124,"Harbaugh","Iupati","Kaepernick","Gore","Crabtree",11,11,2,3,8,4,3,32,7.8,2.5,10.2,3.5,6.7,"sfo",32,"Harbaugh","",0,"Harbaugh",0,0,36,11,1,0,1,25,0,3,2,1,1,0,7,3,3,0,3,10,0,0,2,1,1,1,0,-1,9,-1,10,0,13,1,2,-4,-1,11,0,0.600000000000001,-0.7,-0.0999999999999996,0,-0.100000000000001,0.75,0.71875,0.03125,0.675,0.760416666666667,1,3,0.34375,0.75,0.09375,0.15625,0.125,0.09375,0.4375,0.166666666666667,0.0158113883008419,1,0,0,1,3.60843918243516,0,0,1,0,0,0,0,"Trent Baalke",0,1,0,1,0.375,0.385416666666667,0.375,0.375,-0.0625,0,3.33333333333333,2.33333333333333,1,1,1,0.333333333333333,0,6.43333333333333
"1748",2014,"NFL","San Francisco 49ers",8,8,0,"",306,340,-34,"Harbaugh","Kaepernick","Kaepernick","Gore","Boldin",25,20,10,5,6,22,15,32,-2.1,1.2,-1,-3,2.1,"sfo",32,"Harbaugh","",2013,"NFL","San Francisco 49ers*",12,4,0,"Lost Conf",406,272,134,"Harbaugh","Bowman","Kaepernick","Gore","Boldin",11,24,3,5,4,3,14,32,8.4,1.8,10.1,3.5,6.6,"sfo",32,"Harbaugh","",0,NA,0,0,44,19,1,0,0,25,0,0,0,0,0,0,7,3,3,0,4,10,0,0,2,1,1,-4,4,0,-100,68,-168,14,-4,7,0,2,19,1,0,-10.5,-0.6,-11.1,-6.5,-4.5,0.5,0.75,-0.25,0.7,0.6953125,0.75,2,0.78125,0.625,0.3125,0.15625,0.1875,0.6875,0.46875,0.0625,0.0158113883008419,0,0,0,0,3.125,0,0,0,1,0,0,0,"Trent Baalke",0,1,1,1,0.125,0.3203125,0.125,-0.3125,-0.21875,0,2.5,1.75,0.75,0.75,0.75,0.25,0,4.825
"1756",1983,"NFL","Tampa Bay Buccaneers",2,14,0,"",241,380,-139,"McKay","Green","Thompson","Wilder","House",27,28,22,16,10,27,26,28,-8.7,-0.3,-9,-7.5,-1.6,"tam",24,"McKay","",1982,"NFL","Tampa Bay Buccaneers*",5,4,0,"Lost WC",158,178,-20,"McKay","Williams","Williams","Wilder","Giles",18,13,16,3,19,19,4,28,-2.2,3.1,0.9,-0.4,1.3,"tam",24,"McKay","",0,"McKay",0,0,38,64,1,0,0,-26,0,0,0,0,0,0,3,3,3,0,7,6,1,1,1,0,1,-3,10,0,83,202,-119,9,15,6,13,-9,8,22,0,-6.5,-3.4,-9.9,-7.1,-2.9,0.125,0.555555555555556,-0.430555555555556,0.544444444444445,0.37378640776699,0.428571428571429,-1,0.964285714285714,1,0.785714285714286,0.571428571428571,0.357142857142857,0.964285714285714,0.928571428571429,-0.0102040816326531,0,0,1,0,1,-2.56185612322716,0,0,0,0,0,0,1,"Phil Krueger",1,0,1,0,0.125,0.37378640776699,0,-0.21875,-0.4375,0,0.857142857142857,0.428571428571429,0.428571428571429,0.285714285714286,0.142857142857143,0,0,1.04285714285714
"1757",1984,"NFL","Tampa Bay Buccaneers",6,10,0,"",335,380,-45,"McKay","Wilder","DeBerg","Wilder","House",14,10,21,20,24,20,18,28,-2.8,-0.7,-3.5,-0.2,-3.4,"tam",24,"McKay","",1983,"NFL","Tampa Bay Buccaneers",2,14,0,"",241,380,-139,"McKay","Green","Thompson","Wilder","House",27,28,22,16,10,27,26,28,-8.7,-0.3,-9,-7.5,-1.6,"tam",24,"McKay","",0,"Bennett",1,0,44,74,1,0,0,-30,0,0,0,0,0,0,3,3,3,0,8,6,1,1,1,0,1,4,-4,0,94,0,94,-13,-18,-1,4,14,-7,-8,0,5.9,-0.4,5.5,7.3,-1.8,0.375,0.125,0.25,0.2,0.373949579831933,0.375,-2,0.5,0.357142857142857,0.75,0.714285714285714,0.857142857142857,0.714285714285714,0.642857142857143,-0.015625,0,0,1,0,0,-2.75009549108463,0,0,0,0,0,0,1,"Phil Krueger",1,0,2,0,0.375,0.373949579831933,0,-0.1875,-0.180555555555556,0,0.75,0.375,0.375,0.25,0.125,0,0,0.9125
"1758",1985,"NFL","Tampa Bay Buccaneers",2,14,0,"",294,448,-154,"Bennett","Wilder","DeBerg","Wilder","House",21,23,27,26,24,26,27,28,-9.6,2.2,-7.4,-1.9,-5.5,"tam",24,"Bennett","",1984,"NFL","Tampa Bay Buccaneers",6,10,0,"",335,380,-45,"McKay","Wilder","DeBerg","Wilder","House",14,10,21,20,24,20,18,28,-2.8,-0.7,-3.5,-0.2,-3.4,"tam",24,"McKay","",0,"Bennett",0,1,2,14,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-4,4,0,-41,68,-109,7,13,6,6,0,6,9,0,-6.8,2.9,-3.9,-1.7,-2.1,0.125,0.375,-0.25,0.4,0.125,0,-1,0.75,0.821428571428571,0.964285714285714,0.928571428571429,0.857142857142857,0.928571428571429,0.964285714285714,-0.5,0,-3,0,0,0,-3,1,0,0,0,0,0,0,"Phil Krueger",0,0,1,1,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0
"1759",1986,"NFL","Tampa Bay Buccaneers",2,14,0,"",239,473,-234,"Bennett","Young","Young","Wilder","Carter",26,27,28,28,22,28,28,28,-14.6,-0.8,-15.4,-4.6,-10.8,"tam",24,"Bennett","",1985,"NFL","Tampa Bay Buccaneers",2,14,0,"",294,448,-154,"Bennett","Wilder","DeBerg","Wilder","House",21,23,27,26,24,26,27,28,-9.6,2.2,-7.4,-1.9,-5.5,"tam",24,"Bennett","",0,"Perkins",1,0,4,28,0,0,0,-24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,-55,25,-80,5,4,1,2,-2,2,1,0,-5,-3,-8,-2.7,-5.3,0.125,0.125,0,0.2,0.125,0,-2,0.928571428571429,0.964285714285714,1,1,0.785714285714286,1,1,-0.25,0,0,1,0,1,-4.24264068711929,0,1,0,0,0,0,0,"Phil Krueger",0,0,2,1,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0
"1760",1987,"NFL","Tampa Bay Buccaneers",4,11,0,"",286,360,-74,"Perkins","Wilder","DeBerg","Wilder","Carter",19,27,20,16,11,24,25,28,-4.9,-0.8,-5.8,-3.1,-2.7,"tam",24,"Perkins","",1986,"NFL","Tampa Bay Buccaneers",2,14,0,"",239,473,-234,"Bennett","Young","Young","Wilder","Carter",26,27,28,28,22,28,28,28,-14.6,-0.8,-15.4,-4.6,-10.8,"tam",24,"Bennett","",0,"Perkins",0,1,4,11,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,-3,0,47,-113,160,-7,0,-8,-12,-11,-4,-3,0,9.7,0,9.6,1.5,8.1,0.266666666666667,0.125,0.141666666666667,0.2,0.266666666666667,0,-1,0.678571428571429,0.964285714285714,0.714285714285714,0.571428571428571,0.392857142857143,0.857142857142857,0.892857142857143,-0.5,0,0,1,0,0,-1.80739222823013,1,0,0,0,0,0,0,"Phil Krueger",0,0,1,1,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,0,0,0,0,0,0,0,0,0
"1761",1988,"NFL","Tampa Bay Buccaneers",5,11,0,"",261,350,-89,"Perkins","Hamilton","Testaverde","Tate","Hill",22,17,19,13,26,25,15,28,-5.6,1.5,-4.1,-1.9,-2.2,"tam",24,"Perkins","",1987,"NFL","Tampa Bay Buccaneers",4,11,0,"",286,360,-74,"Perkins","Wilder","DeBerg","Wilder","Carter",19,27,20,16,11,24,25,28,-4.9,-0.8,-5.8,-3.1,-2.7,"tam",24,"Perkins","",0,"Perkins",0,0,9,22,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,-25,-10,-15,3,-10,-1,-3,15,1,-10,0,-0.699999999999999,2.3,1.7,1.2,0.5,0.3125,0.266666666666667,0.0458333333333333,0.313333333333333,0.290322580645161,0,-2,0.785714285714286,0.607142857142857,0.678571428571429,0.464285714285714,0.928571428571429,0.892857142857143,0.535714285714286,-0.25,0,0,1,1,1,-2.33486892634807,0,1,0,0,0,0,0,"Phil Krueger",0,0,2,1,0.1875,0.165322580645161,0.1875,0.1875,0.1875,0,0,0,0,0,0,0,0,0
"1762",1989,"NFL","Tampa Bay Buccaneers",5,11,0,"",320,419,-99,"Perkins","Carrier","Testaverde","Tate","Carrier",16,22,27,17,16,24,21,28,-6.2,1.1,-5.1,-0.4,-4.7,"tam",24,"Perkins","",1988,"NFL","Tampa Bay Buccaneers",5,11,0,"",261,350,-89,"Perkins","Hamilton","Testaverde","Tate","Hill",22,17,19,13,26,25,15,28,-5.6,1.5,-4.1,-1.9,-2.2,"tam",24,"Perkins","",0,"Perkins,Williamson",0,0,14,33,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,59,69,-10,-6,5,8,4,-10,-1,6,0,-0.600000000000001,-0.4,-1,1.5,-2.5,0.3125,0.3125,0,0.35,0.297872340425532,0,-3,0.571428571428571,0.785714285714286,0.964285714285714,0.607142857142857,0.571428571428571,0.857142857142857,0.75,-0.166666666666667,0,0,0,0,1,-2.77143483846,0,0,1,0,0,0,0,"Phil Krueger",0,0,3,1,0.1875,0.172872340425532,0.1875,0.1875,0.0458333333333333,0,0,0,0,0,0,0,0,0
"1763",1990,"NFL","Tampa Bay Buccaneers",6,10,0,"",264,367,-103,"Perkins,Williamson","Haddix","Testaverde","Anderson","Carrier",25,24,22,24,12,25,26,28,-6.4,-0.7,-7.1,-4,-3.2,"tam",24,"Williamson",NA,1989,"NFL","Tampa Bay Buccaneers",5,11,0,"",320,419,-99,"Perkins","Carrier","Testaverde","Tate","Carrier",16,22,27,17,16,24,21,28,-6.2,1.1,-5.1,-0.4,-4.7,"tam",24,"Perkins","",1,"Williamson",1,0,20,43,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,-1,0,-56,-52,-4,9,2,-5,7,-4,1,5,0,-0.2,-1.8,-2,-3.6,1.5,0.375,0.3125,0.0625,0.35,0.317460317460317,0,-4,0.892857142857143,0.857142857142857,0.785714285714286,0.857142857142857,0.428571428571429,0.892857142857143,0.928571428571429,-0.125,0,0,0,1,0,-2.89772762640408,0,0,0,1,0,0,0,"Phil Krueger",0,0,4,1,0.25,0.192460317460317,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0
"1764",1991,"NFL","Tampa Bay Buccaneers",3,13,0,"",199,365,-166,"Williamson","Thomas","Testaverde","Cobb","Dawsey",26,26,25,11,27,26,26,28,-10.4,-0.8,-11.1,-7,-4.2,"tam",24,"Williamson","",1990,"NFL","Tampa Bay Buccaneers",6,10,0,"",264,367,-103,"Perkins,Williamson","Haddix","Testaverde","Anderson","Carrier",25,24,22,24,12,25,26,28,-6.4,-0.7,-7.1,-4,-3.2,"tam",24,"Perkins","Williamson",0,"Wyche",1,1,3,13,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-3,3,0,-65,-2,-63,1,2,3,-13,15,1,0,0,-4,-0.1,-4,-3,-1,0.1875,0.375,-0.1875,0.4,0.1875,0,-1,0.928571428571429,0.928571428571429,0.892857142857143,0.392857142857143,0.964285714285714,0.928571428571429,0.928571428571429,-0.5,0,0,0,1,1,-2.5,1,0,0,0,0,0,0,"Phil Krueger",0,0,1,1,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0,0,0,0,0,0,0,0,0
"1765",1992,"NFL","Tampa Bay Buccaneers",5,11,0,"",267,365,-98,"Wyche","Gruber","Testaverde","Cobb","Dawsey",21,16,25,25,11,26,17,28,-6.1,0.3,-5.9,-2,-3.9,"tam",24,"Wyche","",1991,"NFL","Tampa Bay Buccaneers",3,13,0,"",199,365,-166,"Williamson","Thomas","Testaverde","Cobb","Dawsey",26,26,25,11,27,26,26,28,-10.4,-0.8,-11.1,-7,-4.2,"tam",24,"Williamson","",0,"Wyche",0,1,5,11,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,-2,0,68,0,68,-5,-10,0,14,-16,0,-9,0,4.3,1.1,5.2,5,0.3,0.3125,0.1875,0.125,0.25,0.3125,0,-1,0.75,0.571428571428571,0.892857142857143,0.892857142857143,0.392857142857143,0.928571428571429,0.607142857142857,-0.5,0,0,0,0,0,-1.5,1,0,0,0,0,0,0,"Frank Wall",0,1,1,1,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0
"1766",1993,"NFL","Tampa Bay Buccaneers",5,11,0,"",237,376,-139,"Wyche","Nickerson","Erickson","Cobb","Hawkins",23,25,26,22,25,26,25,28,-8.7,1.1,-7.6,-3.3,-4.3,"tam",24,"Wyche","",1992,"NFL","Tampa Bay Buccaneers",5,11,0,"",267,365,-98,"Wyche","Gruber","Testaverde","Cobb","Dawsey",21,16,25,25,11,26,17,28,-6.1,0.3,-5.9,-2,-3.9,"tam",24,"Wyche","",0,"Wyche",0,0,10,22,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,-30,11,-41,2,9,1,-3,14,0,8,0,-2.6,0.8,-1.7,-1.3,-0.4,0.3125,0.3125,0,0.35,0.3125,0,-2,0.821428571428571,0.892857142857143,0.928571428571429,0.785714285714286,0.892857142857143,0.928571428571429,0.892857142857143,-0.25,0,0,1,0,1,-2.12132034355964,0,1,0,0,0,0,0,"Frank Wall",0,1,2,1,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0
"1767",1994,"NFL","Tampa Bay Buccaneers",6,10,0,"",251,351,-100,"Wyche","Erickson","Erickson","Rhett","Dawsey",26,20,20,21,17,26,23,28,-6.3,0,-6.2,-5.4,-0.8,"tam",24,"Wyche","",1993,"NFL","Tampa Bay Buccaneers",5,11,0,"",237,376,-139,"Wyche","Nickerson","Erickson","Cobb","Hawkins",23,25,26,22,25,26,25,28,-8.7,1.1,-7.6,-3.3,-4.3,"tam",24,"Wyche","",0,"Wyche",0,0,16,32,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,-1,0,14,-25,39,3,-5,-6,-1,-8,0,-2,0,2.4,-1.1,1.4,-2.1,3.5,0.375,0.3125,0.0625,0.35,0.333333333333333,0,-3,0.928571428571429,0.714285714285714,0.714285714285714,0.75,0.607142857142857,0.928571428571429,0.821428571428571,-0.166666666666667,0,0,0,1,1,-2.3094010767585,0,0,1,0,0,0,0,"Frank Wall",0,1,3,1,0.1875,0.145833333333333,0.1875,0.1875,0.0625,0,0,0,0,0,0,0,0,0
"1768",1995,"NFL","Tampa Bay Buccaneers",7,9,0,"",238,335,-97,"Wyche","Nickerson","Dilfer","Rhett","Harris",29,27,12,27,21,26,30,30,-6.1,1.1,-5,-6.9,1.9,"tam",24,"Wyche","",1994,"NFL","Tampa Bay Buccaneers",6,10,0,"",251,351,-100,"Wyche","Erickson","Erickson","Rhett","Dawsey",26,20,20,21,17,26,23,28,-6.3,0,-6.2,-5.4,-0.8,"tam",24,"Wyche","",0,"Dungy",1,0,23,41,0,0,0,-18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,-1,0,-13,-16,3,3,7,-8,6,4,0,7,2,0.2,1.1,1.2,-1.5,2.7,0.4375,0.375,0.0625,0.4,0.359375,0,-4,0.966666666666667,0.9,0.4,0.9,0.7,0.866666666666667,1,-0.125,0,0,1,0,1,-2.25,0,0,0,1,0,0,0,"Rich McKay",1,1,4,1,0.25,0.171875,0.25,0.125,0.125,0,0,0,0,0,0,0,0,0
"1769",1996,"NFL","Tampa Bay Buccaneers",6,10,0,"",221,293,-72,"Dungy","Nickerson","Dilfer","Rhett","Alstott",30,28,8,11,21,25,24,30,-4.5,1.5,-3,-5.9,2.9,"tam",24,"Dungy","",1995,"NFL","Tampa Bay Buccaneers",7,9,0,"",238,335,-97,"Wyche","Nickerson","Dilfer","Rhett","Harris",29,27,12,27,21,26,30,30,-6.1,1.1,-5,-6.9,1.9,"tam",24,"Wyche","",0,"Dungy",0,1,6,10,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,0,-17,-42,25,1,1,-4,-16,0,-1,-6,0,1.6,0.4,2,1,1,0.375,0.4375,-0.0625,0.45,0.375,0,-1,1,0.933333333333333,0.266666666666667,0.366666666666667,0.7,0.833333333333333,0.8,-0.5,0,0,0,0,1,-1,1,0,0,0,0,0,0,"Rich McKay",0,1,1,1,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0,0,0,0,0,0,0,0,0
"1770",1997,"NFL","Tampa Bay Buccaneers*",10,6,0,"Lost Div",299,263,36,"Dungy","Nickerson","Dilfer","Dunn","Williams",23,29,2,3,12,12,18,30,2.3,0.5,2.7,-2.4,5.1,"tam",24,"Dungy","",1996,"NFL","Tampa Bay Buccaneers",6,10,0,"",221,293,-72,"Dungy","Nickerson","Dilfer","Rhett","Alstott",30,28,8,11,21,25,24,30,-4.5,1.5,-3,-5.9,2.9,"tam",24,"Dungy","",0,"Dungy",0,0,16,16,0,0,0,0,0,2,1,1,1,0,1,1,1,0,2,2,0,1,0,0,1,4,-4,0,78,-30,108,-7,1,-6,-8,-9,-13,-6,0,6.8,-1,5.7,3.5,2.2,0.625,0.375,0.25,0.4,0.5,0.5,0,0.766666666666667,0.966666666666667,0.0666666666666667,0.1,0.4,0.4,0.6,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"Rich McKay",0,1,0,1,0.1875,0.0625,0.1875,0.1875,0.1875,0,1,0.5,0.5,0.5,0,0,0,1.05
"1771",1998,"NFL","Tampa Bay Buccaneers",8,8,0,"",314,295,19,"Dungy","Brooks","Dilfer","Dunn","Anthony",18,22,5,2,21,12,9,30,1.2,0.1,1.3,-2.3,3.5,"tam",24,"Dungy","",1997,"NFL","Tampa Bay Buccaneers*",10,6,0,"Lost Div",299,263,36,"Dungy","Nickerson","Dilfer","Dunn","Williams",23,29,2,3,12,12,18,30,2.3,0.5,2.7,-2.4,5.1,"tam",24,"Dungy","",0,"Dungy",0,0,24,24,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,0,1,0,0,1,-2,2,0,15,32,-17,-5,-7,3,-1,9,0,-9,0,-1.1,-0.4,-1.4,0.1,-1.6,0.5,0.625,-0.125,0.6,0.5,0.333333333333333,-1,0.6,0.733333333333333,0.166666666666667,0.0666666666666667,0.7,0.4,0.3,-0.0555555555555556,0,0,0,0,1,0,0,0,1,0,0,0,0,"Rich McKay",0,1,1,1,0.0625,0.0625,0.0625,0.0625,0.125,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.7
"1772",1999,"NFL","Tampa Bay Buccaneers*",11,5,0,"Lost Conf",270,235,35,"Dungy","Brooks","Dilfer","Alstott","Green",27,28,3,3,17,14,19,31,2.2,0.4,2.6,-4.1,6.7,"tam",24,"Dungy","",1998,"NFL","Tampa Bay Buccaneers",8,8,0,"",314,295,19,"Dungy","Brooks","Dilfer","Dunn","Anthony",18,22,5,2,21,12,9,30,1.2,0.1,1.3,-2.3,3.5,"tam",24,"Dungy","",0,"Dungy",0,0,35,29,0,0,1,6,0,3,2,1,1,0,3,2,2,0,4,5,0,1,1,0,1,3,-3,0,-44,-60,16,9,6,-2,1,-4,2,10,1,1,0.3,1.3,-1.8,3.2,0.6875,0.5,0.1875,0.5,0.546875,0.5,0,0.870967741935484,0.903225806451613,0.0967741935483871,0.0967741935483871,0.548387096774194,0.451612903225806,0.612903225806452,0,0.0111803398874989,1,0,1,1,0.75,0,0,0,1,0,0,0,"Rich McKay",0,1,0,1,0.25,0.109375,0.25,0.3125,0.0625,0,1.25,0.75,0.5,0.5,0.25,0,0,1.8
"1773",2000,"NFL","Tampa Bay Buccaneers*",10,6,0,"Lost WC",388,269,119,"Dungy","Sapp","King","Dunn","Johnson",6,21,7,9,3,4,19,31,7.4,-0.1,7.3,3.4,3.9,"tam",24,"Dungy","",1999,"NFL","Tampa Bay Buccaneers*",11,5,0,"Lost Conf",270,235,35,"Dungy","Brooks","Dilfer","Alstott","Green",27,28,3,3,17,14,19,31,2.2,0.4,2.6,-4.1,6.7,"tam",24,"Dungy","",0,"Dungy",0,0,45,35,0,1,0,10,0,1,0,1,1,0,3,3,3,0,5,6,1,1,1,0,1,-1,1,0,118,34,84,-21,-7,4,6,-14,-10,0,0,5.2,-0.5,4.7,7.5,-2.8,0.625,0.6875,-0.0625,0.65,0.5625,0.6,1,0.193548387096774,0.67741935483871,0.225806451612903,0.290322580645161,0.0967741935483871,0.129032258064516,0.612903225806452,0.02,0,1,1,1,1,1.11803398874989,0,0,0,0,1,0,0,"Rich McKay",0,0,0,1,0.1875,0.125,0.1875,0,0.125,0,1.2,0.6,0.6,0.4,0.2,0,0,1.46
"1774",2001,"NFL","Tampa Bay Buccaneers*",9,7,0,"Lost WC",324,280,44,"Dungy","Sapp","Johnson","Alstott","Johnson",15,26,8,6,2,10,15,31,2.8,1.3,4,0.7,3.3,"tam",24,"Dungy","",2000,"NFL","Tampa Bay Buccaneers*",10,6,0,"Lost WC",388,269,119,"Dungy","Sapp","King","Dunn","Johnson",6,21,7,9,3,4,19,31,7.4,-0.1,7.3,3.4,3.9,"tam",24,"Dungy","",0,"Gruden",1,0,54,42,0,1,0,12,0,1,0,1,1,0,3,4,4,0,6,7,2,1,1,0,1,-1,1,0,-64,11,-75,9,5,1,-3,-1,6,-4,0,-4.6,1.4,-3.3,-2.7,-0.6,0.5625,0.625,-0.0625,0.6,0.5625,0.666666666666667,2,0.483870967741935,0.838709677419355,0.258064516129032,0.193548387096774,0.0645161290322581,0.32258064516129,0.483870967741935,0.0277777777777778,-0.00674936558945049,1,1,1,0,1.22474487139159,0,0,0,0,0,1,0,"Rich McKay",0,0,0,1,0.125,0.125,0,0.0625,-0.125,0,1.16666666666667,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0,0,1.23333333333333
"1775",2002,"NFL","Tampa Bay Buccaneers*",12,4,0,"Won SB",346,196,150,"Gruden","Brooks","Johnson","Pittman","Johnson",18,24,1,1,1,2,4,32,9.4,-0.6,8.8,-1,9.8,"tam",24,"Gruden","",2001,"NFL","Tampa Bay Buccaneers*",9,7,0,"Lost WC",324,280,44,"Dungy","Sapp","Johnson","Alstott","Johnson",15,26,8,6,2,10,15,31,2.8,1.3,4,0.7,3.3,"tam",24,"Dungy","",0,"Gruden",0,1,12,4,0,0,0,8,0,5,4,0,1,1,4,0,1,1,1,5,0,0,0,0,1,3,-3,0,22,-84,106,3,-2,-7,-5,-1,-8,-11,1,6.6,-1.9,4.8,-1.7,6.5,0.75,0.5625,0.1875,0.55,0.75,1,1,0.5625,0.75,0.03125,0.03125,0.03125,0.0625,0.125,0.5,0.0625,-3,0,1,0,2,1,0,0,0,0,0,0,"Rich McKay",0,0,0,1,0.1875,0.1875,0.1875,0.1875,0.1875,1,5,3,1,1,1,1,1,15.1
"1776",2003,"NFL","Tampa Bay Buccaneers",7,9,0,"",301,264,37,"Gruden","Rice","Johnson","Pittman","McCardell",18,10,4,5,10,14,4,32,2.3,-0.7,1.6,-2.9,4.5,"tam",24,"Gruden","",2002,"NFL","Tampa Bay Buccaneers*",12,4,0,"Won SB",346,196,150,"Gruden","Brooks","Johnson","Pittman","Johnson",18,24,1,1,1,2,4,32,9.4,-0.6,8.8,-1,9.8,"tam",24,"Gruden","",0,"Gruden",0,0,19,13,0,0,0,6,0,0,0,0,0,0,4,0,1,1,2,5,0,0,0,0,1,-5,5,0,-45,68,-113,0,-14,3,4,9,12,0,0,-7.1,-0.1,-7.2,-1.9,-5.3,0.4375,0.75,-0.3125,0.7,0.59375,0.5,0,0.5625,0.3125,0.125,0.15625,0.3125,0.4375,0.125,0,0.0625,0,0,0,1,1.06066017177982,0,1,0,0,0,0,0,"Rich McKay",0,0,1,1,-0.125,0.03125,-0.125,-0.125,-0.125,1,2.5,1.5,0.5,0.5,0.5,0.5,0.5,7.55
"1777",2004,"NFL","Tampa Bay Buccaneers",5,11,0,"",301,304,-3,"Gruden","Barber","Griese","Pittman","Clayton",23,22,9,5,24,17,12,32,-0.2,-2.5,-2.7,-4,1.3,"tam",24,"Gruden","",2003,"NFL","Tampa Bay Buccaneers",7,9,0,"",301,264,37,"Gruden","Rice","Johnson","Pittman","McCardell",18,10,4,5,10,14,4,32,2.3,-0.7,1.6,-2.9,4.5,"tam",24,"Gruden","",0,"Gruden",0,0,24,24,0,0,0,0,0,0,0,0,0,0,4,0,1,1,3,5,0,0,0,0,1,-2,2,0,0,40,-40,5,12,5,0,14,3,8,0,-2.5,-1.8,-4.3,-1.1,-3.2,0.3125,0.4375,-0.125,0.45,0.5,0.333333333333333,-1,0.71875,0.6875,0.28125,0.15625,0.75,0.53125,0.375,-0.0555555555555556,0.0625,0,1,0,1,0,0,0,1,0,0,0,0,"Bruce Allen",1,1,2,1,-0.25,-0.0625,-0.25,-0.25,-0.4375,1,1.66666666666667,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,5.03333333333333
